State,CYQ,Year,Quarter,Benefit,Benefit in a year,Benefit Rank,Average Weekly Benefit,High Benefit Date
VA,1988.2,1988,2,31148.598,133003.698,6212,320673.768,2009.2
VA,1988.3,1988,3,27963.897,134955.304,6530,320673.768,2009.2
VA,1988.4,1988,4,27203.608,135969.896,6600,320673.768,2009.2
VA,1989.1,1989,1,46970.713,133286.816,4856,320673.768,2009.2
VA,1989.2,1989,2,30913.964,133052.182,6237,320673.768,2009.2
VA,1989.3,1989,3,29107.009,134195.294,6398,320673.768,2009.2
VA,1989.4,1989,4,28941.215,135932.901,6413,320673.768,2009.2
VA,1990.1,1990,1,54313.853,143276.041,4403,320673.768,2009.2
VA,1990.2,1990,2,39656.915,152018.992,5486,320673.768,2009.2
VA,1990.3,1990,3,40161.412,163073.395,5429,320673.768,2009.2
VA,1990.4,1990,4,55000.506,189132.686,4351,320673.768,2009.2
VA,1991.1,1991,1,101641.442,236460.275,2793,320673.768,2009.2
VA,1991.2,1991,2,86268.782,283072.142,3137,320673.768,2009.2
VA,1991.3,1991,3,64767.689,307678.419,3884,320673.768,2009.2
VA,1991.4,1991,4,60762.506,313440.419,4051,320673.768,2009.2
VA,1992.1,1992,1,93547.51,305346.487,2965,320673.768,2009.2
VA,1992.2,1992,2,75932.011,295009.716,3466,320673.768,2009.2
VA,1992.3,1992,3,63000.162,293242.189,3951,320673.768,2009.2
VA,1992.4,1992,4,55960.817,288440.5,4294,320673.768,2009.2
VA,1993.1,1993,1,66959.985,261852.975,3791,320673.768,2009.2
VA,1993.2,1993,2,55847.411,241768.375,4300,320673.768,2009.2
VA,1993.3,1993,3,48145.931,226914.144,4776,320673.768,2009.2
VA,1993.4,1993,4,44250.155,215203.482,5053,320673.768,2009.2
VA,1994.1,1994,1,70092.703,218336.2,3680,320673.768,2009.2
VA,1994.2,1994,2,53768.815,216257.604,4431,320673.768,2009.2
VA,1994.3,1994,3,48317.275,216428.948,4762,320673.768,2009.2
VA,1994.4,1994,4,43061.789,215240.582,5173,320673.768,2009.2
VA,1995.1,1995,1,62537.375,207685.254,3972,320673.768,2009.2
VA,1995.2,1995,2,48440.727,202357.166,4747,320673.768,2009.2
VA,1995.3,1995,3,44639.161,198679.052,5029,320673.768,2009.2
VA,1995.4,1995,4,45733.695,201350.958,4945,320673.768,2009.2
VA,1996.1,1996,1,67225.313,206038.896,3781,320673.768,2009.2
VA,1996.2,1996,2,46395.102,203993.271,4906,320673.768,2009.2
VA,1996.3,1996,3,41345.636,200699.746,5321,320673.768,2009.2
VA,1996.4,1996,4,39272.414,194238.465,5522,320673.768,2009.2
VA,1997.1,1997,1,54819.758,181832.91,4366,320673.768,2009.2
VA,1997.2,1997,2,44118.68,179556.488,5066,320673.768,2009.2
VA,1997.3,1997,3,41736.876,179947.728,5279,320673.768,2009.2
VA,1997.4,1997,4,37557.923,178233.237,5648,320673.768,2009.2
VA,1998.1,1998,1,56884.78,180298.259,4250,320673.768,2009.2
VA,1998.2,1998,2,43350.048,179529.627,5141,320673.768,2009.2
VA,1998.3,1998,3,39731.266,177524.017,5477,320673.768,2009.2
VA,1998.4,1998,4,37644.003,177610.097,5644,320673.768,2009.2
VA,1999.1,1999,1,55395.216,176120.533,4326,320673.768,2009.2
VA,1999.2,1999,2,40163.931,172934.416,5428,320673.768,2009.2
VA,1999.3,1999,3,37183.182,170386.332,5689,320673.768,2009.2
VA,1999.4,1999,4,36823.892,169566.221,5717,320673.768,2009.2
VA,2000.1,2000,1,53311.872,167482.877,4470,320673.768,2009.2
VA,2000.2,2000,2,46582.344,173901.29,4894,320673.768,2009.2
VA,2000.3,2000,3,43615.819,180333.927,5115,320673.768,2009.2
VA,2000.4,2000,4,43851.966,187362.001,5090,320673.768,2009.2
VA,2001.1,2001,1,70908.749,204958.878,3645,320673.768,2009.2
VA,2001.2,2001,2,73148.423,231524.957,3567,320673.768,2009.2
VA,2001.3,2001,3,82360.772,270269.91,3247,320673.768,2009.2
VA,2001.4,2001,4,151192.44,377610.384,2104,320673.768,2009.2
VA,2002.1,2002,1,207300.51,514002.145,1539,320673.768,2009.2
VA,2002.2,2002,2,185469.549,626323.271,1721,320673.768,2009.2
VA,2002.3,2002,3,174177.667,718140.166,1836,320673.768,2009.2
VA,2002.4,2002,4,174555.418,741503.144,1832,320673.768,2009.2
VA,2003.1,2003,1,187985.24,722187.874,1697,320673.768,2009.2
VA,2003.2,2003,2,160608.448,697326.773,1991,320673.768,2009.2
VA,2003.3,2003,3,145964.341,669113.447,2184,320673.768,2009.2
VA,2003.4,2003,4,113692.413,608250.442,2609,320673.768,2009.2
VA,2004.1,2004,1,119960.87,540226.072,2520,320673.768,2009.2
VA,2004.2,2004,2,91681.219,471298.843,3005,320673.768,2009.2
VA,2004.3,2004,3,84937.339,410271.841,3175,320673.768,2009.2
VA,2004.4,2004,4,79614.741,376194.169,3332,320673.768,2009.2
VA,2005.1,2005,1,98889.522,355122.821,2846,320673.768,2009.2
VA,2005.2,2005,2,81024.994,344466.596,3282,320673.768,2009.2
VA,2005.3,2005,3,75254.584,334783.841,3493,320673.768,2009.2
VA,2005.4,2005,4,72023.458,327192.558,3608,320673.768,2009.2
VA,2006.1,2006,1,92044.033,320347.069,2999,320673.768,2009.2
VA,2006.2,2006,2,75852.296,315174.371,3469,320673.768,2009.2
VA,2006.3,2006,3,80819.917,320739.704,3290,320673.768,2009.2
VA,2006.4,2006,4,86280.933,334997.179,3135,320673.768,2009.2
VA,2007.1,2007,1,103900.214,346853.36,2747,320673.768,2009.2
VA,2007.2,2007,2,88120.801,359121.865,3093,320673.768,2009.2
VA,2007.3,2007,3,85074.654,363376.602,3172,320673.768,2009.2
VA,2007.4,2007,4,86693.789,363789.458,3120,320673.768,2009.2
VA,2008.1,2008,1,119481.322,379370.566,2524,320673.768,2009.2
VA,2008.2,2008,2,111995.597,403245.362,2638,320673.768,2009.2
VA,2008.3,2008,3,122572.766,440743.474,2484,320673.768,2009.2
VA,2008.4,2008,4,150557.951,504607.636,2110,320673.768,2009.2
VA,2009.1,2009,1,270368.002,655494.316,1151,320673.768,2009.2
VA,2009.2,2009,2,320673.768,864172.487,918,320673.768,2009.2
VA,2009.3,2009,3,263970.01,1005569.731,1186,320673.768,2009.2
VA,2009.4,2009,4,215320.486,1070332.266,1479,320673.768,2009.2
VA,2010.1,2010,1,234176.027,1034140.291,1357,320673.768,2009.2
VA,2010.2,2010,2,187249.986,900716.509,1704,320673.768,2009.2
VA,2010.3,2010,3,167751.435,804497.934,1913,320673.768,2009.2
VA,2010.4,2010,4,158921.194,748098.642,2009,320673.768,2009.2
VA,2011.1,2011,1,180926.789,694849.404,1775,320673.768,2009.2
VA,2011.2,2011,2,151284.14,658883.558,2101,320673.768,2009.2
VA,2011.3,2011,3,148480.014,639612.137,2142,320673.768,2009.2
VA,2011.4,2011,4,145063.173,625754.116,2192,320673.768,2009.2
VA,2012.1,2012,1,172192.418,617019.745,1855,320673.768,2009.2
VA,2012.2,2012,2,147464.013,613199.618,2163,320673.768,2009.2
VA,2012.3,2012,3,139307.025,604026.629,2251,320673.768,2009.2
VA,2012.4,2012,4,132863.393,591826.849,2345,320673.768,2009.2
VA,2013.1,2013,1,160952.574,580587.005,1984,320673.768,2009.2
VA,2013.2,2013,2,139587.047,572710.039,2248,320673.768,2009.2
VA,2013.3,2013,3,143599.776,577002.79,2207,320673.768,2009.2
VA,2013.4,2013,4,130989.966,575129.363,2370,320673.768,2009.2
VA,2014.1,2014,1,149403.04,563579.829,2129,320673.768,2009.2
VA,2014.2,2014,2,121733.067,545725.849,2497,320673.768,2009.2
VA,2014.3,2014,3,114054.517,516180.59,2599,320673.768,2009.2
VA,2014.4,2014,4,106606.174,491796.798,2704,320673.768,2009.2
VA,2015.1,2015,1,118620.672,461014.43,2540,320673.768,2009.2
VA,2015.2,2015,2,92155.677,431437.04,2997,320673.768,2009.2
VA,2015.3,2015,3,90319.24,407701.763,3041,320673.768,2009.2
VA,2015.4,2015,4,86867.327,387962.916,3116,320673.768,2009.2
VA,2016.1,2016,1,112098.039,381440.283,2633,320673.768,2009.2
VA,2016.2,2016,2,100550.925,389835.531,2812,320673.768,2009.2
VA,2016.3,2016,3,92248.676,391764.967,2992,320673.768,2009.2
VA,2016.4,2016,4,80336.289,385233.929,3308,320673.768,2009.2
VA,2017.1,2017,1,96890.628,370026.518,2884,320673.768,2009.2
VA,2017.2,2017,2,81647.071,351122.664,3265,320673.768,2009.2
VA,2017.3,2017,3,82930.89,341804.878,3231,320673.768,2009.2
VA,2017.4,2017,4,75650.201,337118.79,3478,320673.768,2009.2
VA,2018.1,2018,1,86358.755,326586.917,3132,320673.768,2009.2
VI,1971.1,1971,1,0,0,9988,11739.026,2018.1
VI,1971.2,1971,2,0,0,9988,11739.026,2018.1
VI,1971.3,1971,3,0,0,9988,11739.026,2018.1
VI,1971.4,1971,4,0,0,9988,11739.026,2018.1
VI,1972.1,1972,1,0,0,9988,11739.026,2018.1
VI,1972.2,1972,2,0,0,9988,11739.026,2018.1
VI,1972.3,1972,3,0,0,9988,11739.026,2018.1
VI,1972.4,1972,4,0,0,9988,11739.026,2018.1
VI,1973.1,1973,1,0,0,9988,11739.026,2018.1
VI,1973.2,1973,2,0,0,9988,11739.026,2018.1
VI,1973.3,1973,3,0,0,9988,11739.026,2018.1
VI,1973.4,1973,4,0,0,9988,11739.026,2018.1
VI,1974.1,1974,1,0,0,9988,11739.026,2018.1
VI,1974.2,1974,2,0,0,9988,11739.026,2018.1
VI,1974.3,1974,3,0,0,9988,11739.026,2018.1
VI,1974.4,1974,4,0,0,9988,11739.026,2018.1
VI,1975.1,1975,1,0,0,9988,11739.026,2018.1
VI,1975.2,1975,2,0,0,9988,11739.026,2018.1
VI,1975.3,1975,3,0,0,9988,11739.026,2018.1
VI,1975.4,1975,4,0,0,9988,11739.026,2018.1
VI,1976.1,1976,1,0,0,9988,11739.026,2018.1
VI,1976.2,1976,2,0,0,9988,11739.026,2018.1
VI,1976.3,1976,3,0,0,9988,11739.026,2018.1
VI,1976.4,1976,4,0,0,9988,11739.026,2018.1
VI,1977.1,1977,1,0,0,9988,11739.026,2018.1
VI,1977.2,1977,2,0,0,9988,11739.026,2018.1
VI,1977.3,1977,3,0,0,9988,11739.026,2018.1
VI,1977.4,1977,4,0,0,9988,11739.026,2018.1
VI,1978.1,1978,1,278.612,278.612,9986,11739.026,2018.1
VI,1978.2,1978,2,1153.939,1432.551,9902,11739.026,2018.1
VI,1978.3,1978,3,900.805,2333.356,9931,11739.026,2018.1
VI,1978.4,1978,4,792.155,3125.511,9940,11739.026,2018.1
VI,1979.1,1979,1,676.709,3523.608,9952,11739.026,2018.1
VI,1979.2,1979,2,766.258,3135.927,9945,11739.026,2018.1
VI,1979.3,1979,3,883.061,3118.183,9933,11739.026,2018.1
VI,1979.4,1979,4,946.545,3272.573,9928,11739.026,2018.1
VI,1980.1,1980,1,992.594,3588.458,9921,11739.026,2018.1
VI,1980.2,1980,2,877.376,3699.576,9934,11739.026,2018.1
VI,1980.3,1980,3,1215.292,4031.807,9896,11739.026,2018.1
VI,1980.4,1980,4,1048.204,4133.466,9914,11739.026,2018.1
VI,1981.1,1981,1,1235.472,4376.344,9891,11739.026,2018.1
VI,1981.2,1981,2,1305.52,4804.488,9881,11739.026,2018.1
VI,1981.3,1981,3,1496.076,5085.272,9866,11739.026,2018.1
VI,1981.4,1981,4,1534.113,5571.181,9860,11739.026,2018.1
VI,1982.1,1982,1,1816.575,6152.284,9821,11739.026,2018.1
VI,1982.2,1982,2,1907.937,6754.701,9806,11739.026,2018.1
VI,1982.3,1982,3,1765.375,7024,9826,11739.026,2018.1
VI,1982.4,1982,4,1765.413,7255.3,9825,11739.026,2018.1
VI,1983.1,1983,1,2263.96,7702.685,9764,11739.026,2018.1
VI,1983.2,1983,2,2247.087,8041.835,9766,11739.026,2018.1
VI,1983.3,1983,3,2026.361,8302.821,9788,11739.026,2018.1
VI,1983.4,1983,4,1591.584,8128.992,9855,11739.026,2018.1
VI,1984.1,1984,1,1526.825,7391.857,9862,11739.026,2018.1
VI,1984.2,1984,2,1760.585,6905.355,9827,11739.026,2018.1
VI,1984.3,1984,3,2155.971,7034.965,9774,11739.026,2018.1
VI,1984.4,1984,4,2185.313,7628.694,9771,11739.026,2018.1
VI,1985.1,1985,1,1646.254,7748.123,9850,11739.026,2018.1
VI,1985.2,1985,2,1253.646,7241.184,9886,11739.026,2018.1
VI,1985.3,1985,3,1259.73,6344.943,9884,11739.026,2018.1
VI,1985.4,1985,4,1386.971,5546.601,9877,11739.026,2018.1
VI,1986.1,1986,1,1033.679,4934.026,9916,11739.026,2018.1
VI,1986.2,1986,2,1233.225,4913.605,9892,11739.026,2018.1
VI,1986.3,1986,3,972.521,4626.396,9924,11739.026,2018.1
VI,1986.4,1986,4,753.521,3992.946,9946,11739.026,2018.1
VI,1987.1,1987,1,542.678,3501.945,9965,11739.026,2018.1
VI,1987.2,1987,2,524.606,2793.326,9968,11739.026,2018.1
VI,1987.3,1987,3,449.278,2270.083,9973,11739.026,2018.1
VI,1987.4,1987,4,336.78,1853.342,9981,11739.026,2018.1
VI,1988.1,1988,1,277.299,1587.963,9987,11739.026,2018.1
VI,1988.2,1988,2,339.606,1402.963,9980,11739.026,2018.1
VI,1988.3,1988,3,1074.217,2027.902,9912,11739.026,2018.1
VI,1988.4,1988,4,843.349,2534.471,9935,11739.026,2018.1
VI,1989.1,1989,1,524.782,2781.954,9967,11739.026,2018.1
VI,1989.2,1989,2,476.704,2919.052,9972,11739.026,2018.1
VI,1989.3,1989,3,1839.041,3683.876,9819,11739.026,2018.1
VI,1989.4,1989,4,488.197,3328.724,9970,11739.026,2018.1
VI,1990.1,1990,1,430.964,3234.906,9976,11739.026,2018.1
VI,1990.2,1990,2,368.356,3126.558,9978,11739.026,2018.1
VI,1990.3,1990,3,435.162,1722.679,9975,11739.026,2018.1
VI,1990.4,1990,4,410.305,1644.787,9977,11739.026,2018.1
VI,1991.1,1991,1,541.121,1754.944,9966,11739.026,2018.1
VI,1991.2,1991,2,768.995,2155.583,9944,11739.026,2018.1
VI,1991.3,1991,3,1056.554,2776.975,9913,11739.026,2018.1
VI,1991.4,1991,4,1453.553,3820.223,9869,11739.026,2018.1
VI,1992.1,1992,1,1630.401,4909.503,9851,11739.026,2018.1
VI,1992.2,1992,2,1446.893,5587.401,9871,11739.026,2018.1
VI,1992.3,1992,3,1527.449,6058.296,9861,11739.026,2018.1
VI,1992.4,1992,4,1701.4,6306.143,9842,11739.026,2018.1
VI,1993.1,1993,1,1240.844,5916.586,9887,11739.026,2018.1
VI,1993.2,1993,2,1201.012,5670.705,9899,11739.026,2018.1
VI,1993.3,1993,3,1713.784,5857.04,9837,11739.026,2018.1
VI,1993.4,1993,4,3549.103,7704.743,9590,11739.026,2018.1
VI,1994.1,1994,1,6029.839,12493.738,9168,11739.026,2018.1
VI,1994.2,1994,2,5723.346,17016.072,9219,11739.026,2018.1
VI,1994.3,1994,3,3999.658,19301.946,9515,11739.026,2018.1
VI,1994.4,1994,4,2375.043,18127.886,9747,11739.026,2018.1
VI,1995.1,1995,1,2063.522,14161.569,9783,11739.026,2018.1
VI,1995.2,1995,2,2127.658,10565.881,9775,11739.026,2018.1
VI,1995.3,1995,3,2371.369,8937.592,9748,11739.026,2018.1
VI,1995.4,1995,4,5385.749,11948.298,9274,11739.026,2018.1
VI,1996.1,1996,1,4192.698,14077.474,9485,11739.026,2018.1
VI,1996.2,1996,2,1767.903,13717.719,9824,11739.026,2018.1
VI,1996.3,1996,3,1236.54,12582.89,9889,11739.026,2018.1
VI,1996.4,1996,4,1210.997,8408.138,9897,11739.026,2018.1
VI,1997.1,1997,1,1412.663,5628.103,9874,11739.026,2018.1
VI,1997.2,1997,2,1734.795,5594.995,9834,11739.026,2018.1
VI,1997.3,1997,3,1754.443,6112.898,9828,11739.026,2018.1
VI,1997.4,1997,4,1522.44,6424.341,9863,11739.026,2018.1
VI,1998.1,1998,1,1216.812,6228.49,9895,11739.026,2018.1
VI,1998.2,1998,2,689.279,5182.974,9951,11739.026,2018.1
VI,1998.3,1998,3,1207.6,4636.131,9898,11739.026,2018.1
VI,1998.4,1998,4,969.591,4083.282,9925,11739.026,2018.1
VI,1999.1,1999,1,778.589,3645.059,9943,11739.026,2018.1
VI,1999.2,1999,2,941.917,3897.697,9929,11739.026,2018.1
VI,1999.3,1999,3,1109.909,3800.006,9907,11739.026,2018.1
VI,1999.4,1999,4,992.411,3822.826,9922,11739.026,2018.1
VI,2000.1,2000,1,645.188,3689.425,9955,11739.026,2018.1
VI,2000.2,2000,2,575.11,3322.618,9962,11739.026,2018.1
VI,2000.3,2000,3,946.859,3159.568,9927,11739.026,2018.1
VI,2000.4,2000,4,884.892,3052.049,9932,11739.026,2018.1
VI,2001.1,2001,1,720.08,3126.941,9948,11739.026,2018.1
VI,2001.2,2001,2,1154.335,3706.166,9901,11739.026,2018.1
VI,2001.3,2001,3,1590.901,4350.208,9856,11739.026,2018.1
VI,2001.4,2001,4,2551.838,6017.154,9722,11739.026,2018.1
VI,2002.1,2002,1,2518.852,7815.926,9726,11739.026,2018.1
VI,2002.2,2002,2,3273.621,9935.212,9616,11739.026,2018.1
VI,2002.3,2002,3,5473.485,13817.796,9257,11739.026,2018.1
VI,2002.4,2002,4,5837.647,17103.605,9207,11739.026,2018.1
VI,2003.1,2003,1,4783.314,19368.067,9373,11739.026,2018.1
VI,2003.2,2003,2,4134.029,20228.475,9494,11739.026,2018.1
VI,2003.3,2003,3,2909.553,17664.543,9669,11739.026,2018.1
VI,2003.4,2003,4,1733.554,13560.45,9835,11739.026,2018.1
VI,2004.1,2004,1,1090.25,9867.386,9909,11739.026,2018.1
VI,2004.2,2004,2,1170.615,6903.972,9900,11739.026,2018.1
VI,2004.3,2004,3,1122.719,5117.138,9906,11739.026,2018.1
VI,2004.4,2004,4,1449.55,4833.134,9870,11739.026,2018.1
VI,2005.1,2005,1,1237.306,4980.19,9888,11739.026,2018.1
VI,2005.2,2005,2,1570.282,5379.857,9857,11739.026,2018.1
VI,2005.3,2005,3,1708.278,5965.416,9840,11739.026,2018.1
VI,2005.4,2005,4,1464.003,5979.869,9868,11739.026,2018.1
VI,2006.1,2006,1,1084.073,5826.636,9910,11739.026,2018.1
VI,2006.2,2006,2,993.666,5250.02,9920,11739.026,2018.1
VI,2006.3,2006,3,1360.191,4901.933,9878,11739.026,2018.1
VI,2006.4,2006,4,1687.565,5125.495,9845,11739.026,2018.1
VI,2007.1,2007,1,1695.527,5736.949,9843,11739.026,2018.1
VI,2007.2,2007,2,1999.75,6743.033,9792,11739.026,2018.1
VI,2007.3,2007,3,2614.188,7997.03,9710,11739.026,2018.1
VI,2007.4,2007,4,3057.363,9366.828,9642,11739.026,2018.1
VI,2008.1,2008,1,2802.942,10474.243,9685,11739.026,2018.1
VI,2008.2,2008,2,2993.229,11467.722,9652,11739.026,2018.1
VI,2008.3,2008,3,3059.329,11912.863,9640,11739.026,2018.1
VI,2008.4,2008,4,4035.507,12891.007,9511,11739.026,2018.1
VI,2009.1,2009,1,3894.759,13982.824,9539,11739.026,2018.1
VI,2009.2,2009,2,5117.63,16107.225,9316,11739.026,2018.1
VI,2009.3,2009,3,6394.212,19442.108,9115,11739.026,2018.1
VI,2009.4,2009,4,5183.794,20590.395,9303,11739.026,2018.1
VI,2010.1,2010,1,3423.854,20119.49,9600,11739.026,2018.1
VI,2010.2,2010,2,3012.956,18014.816,9649,11739.026,2018.1
VI,2010.3,2010,3,3035.654,14656.258,9647,11739.026,2018.1
VI,2010.4,2010,4,3288.572,12761.036,9614,11739.026,2018.1
VI,2011.1,2011,1,3060.258,12397.44,9639,11739.026,2018.1
VI,2011.2,2011,2,4025.082,13409.566,9512,11739.026,2018.1
VI,2011.3,2011,3,4530.95,14904.862,9422,11739.026,2018.1
VI,2011.4,2011,4,4196.292,15812.582,9484,11739.026,2018.1
VI,2012.1,2012,1,3631.584,16383.908,9575,11739.026,2018.1
VI,2012.2,2012,2,4498.124,16856.95,9429,11739.026,2018.1
VI,2012.3,2012,3,8701.089,21027.089,8798,11739.026,2018.1
VI,2012.4,2012,4,9188.427,26019.224,8738,11739.026,2018.1
VI,2013.1,2013,1,5354.975,27742.615,9279,11739.026,2018.1
VI,2013.2,2013,2,3589.14,26833.631,9586,11739.026,2018.1
VI,2013.3,2013,3,3714.87,21847.412,9567,11739.026,2018.1
VI,2013.4,2013,4,4120.214,16779.199,9495,11739.026,2018.1
VI,2014.1,2014,1,2969.261,14393.485,9657,11739.026,2018.1
VI,2014.2,2014,2,2909.412,13713.757,9670,11739.026,2018.1
VI,2014.3,2014,3,2574.492,12573.379,9716,11739.026,2018.1
VI,2014.4,2014,4,3051.763,11504.928,9645,11739.026,2018.1
VI,2015.1,2015,1,2789.801,11325.468,9688,11739.026,2018.1
VI,2015.2,2015,2,3059.154,11475.21,9641,11739.026,2018.1
VI,2015.3,2015,3,2967.832,11868.55,9659,11739.026,2018.1
VI,2015.4,2015,4,2917.241,11734.028,9666,11739.026,2018.1
VI,2016.1,2016,1,1896.585,10840.812,9811,11739.026,2018.1
VI,2016.2,2016,2,1904.833,9686.491,9809,11739.026,2018.1
VI,2016.3,2016,3,2303.182,9021.841,9756,11739.026,2018.1
VI,2016.4,2016,4,2681.678,8786.278,9699,11739.026,2018.1
VI,2017.1,2017,1,1858.676,8748.369,9816,11739.026,2018.1
VI,2017.2,2017,2,1613.368,8456.904,9853,11739.026,2018.1
VI,2017.3,2017,3,1256.998,7410.72,9885,11739.026,2018.1
VI,2017.4,2017,4,9038.879,13767.921,8757,11739.026,2018.1
VI,2018.1,2018,1,11739.026,23648.271,8388,11739.026,2018.1
VT,1971.1,1971,1,4646.838,4646.838,9405,60013.475,2009.1
VT,1971.2,1971,2,3738.38,8385.218,9561,60013.475,2009.1
VT,1971.3,1971,3,2435.913,10821.131,9738,60013.475,2009.1
VT,1971.4,1971,4,2778.92,13600.051,9690,60013.475,2009.1
VT,1972.1,1972,1,5053.991,14007.204,9331,60013.475,2009.1
VT,1972.2,1972,2,3887.1,14155.924,9541,60013.475,2009.1
VT,1972.3,1972,3,2473.24,14193.251,9734,60013.475,2009.1
VT,1972.4,1972,4,2594.031,14008.362,9712,60013.475,2009.1
VT,1973.1,1973,1,5030.95,13985.321,9334,60013.475,2009.1
VT,1973.2,1973,2,2984.123,13082.344,9654,60013.475,2009.1
VT,1973.3,1973,3,2018.49,12627.594,9790,60013.475,2009.1
VT,1973.4,1973,4,2807.372,12840.935,9683,60013.475,2009.1
VT,1974.1,1974,1,6027.239,13837.224,9172,60013.475,2009.1
VT,1974.2,1974,2,4743.3,15596.401,9383,60013.475,2009.1
VT,1974.3,1974,3,3161.763,16739.674,9627,60013.475,2009.1
VT,1974.4,1974,4,4378.514,18310.816,9449,60013.475,2009.1
VT,1975.1,1975,1,8917.771,21201.348,8773,60013.475,2009.1
VT,1975.2,1975,2,8516.286,24974.334,8821,60013.475,2009.1
VT,1975.3,1975,3,6204.753,28017.324,9145,60013.475,2009.1
VT,1975.4,1975,4,5604.451,29243.261,9236,60013.475,2009.1
VT,1976.1,1976,1,7576.475,27901.965,8959,60013.475,2009.1
VT,1976.2,1976,2,5863.839,25249.518,9204,60013.475,2009.1
VT,1976.3,1976,3,4446.561,23491.326,9437,60013.475,2009.1
VT,1976.4,1976,4,4985.553,22872.428,9343,60013.475,2009.1
VT,1977.1,1977,1,7844.74,23140.693,8922,60013.475,2009.1
VT,1977.2,1977,2,5619.709,22896.563,9233,60013.475,2009.1
VT,1977.3,1977,3,3921.102,22371.104,9535,60013.475,2009.1
VT,1977.4,1977,4,4396.026,21781.577,9445,60013.475,2009.1
VT,1978.1,1978,1,6903.408,20840.245,9043,60013.475,2009.1
VT,1978.2,1978,2,4792.896,20013.432,9369,60013.475,2009.1
VT,1978.3,1978,3,3556.463,19648.793,9589,60013.475,2009.1
VT,1978.4,1978,4,4043.509,19296.276,9510,60013.475,2009.1
VT,1979.1,1979,1,7524.435,19917.303,8970,60013.475,2009.1
VT,1979.2,1979,2,5414.293,20538.7,9268,60013.475,2009.1
VT,1979.3,1979,3,4207.016,21189.253,9480,60013.475,2009.1
VT,1979.4,1979,4,4757.64,21903.384,9378,60013.475,2009.1
VT,1980.1,1980,1,9030.013,23408.962,8758,60013.475,2009.1
VT,1980.2,1980,2,8277.301,26271.97,8861,60013.475,2009.1
VT,1980.3,1980,3,7717.644,29782.598,8937,60013.475,2009.1
VT,1980.4,1980,4,6988.463,32013.421,9032,60013.475,2009.1
VT,1981.1,1981,1,9550.258,32533.666,8674,60013.475,2009.1
VT,1981.2,1981,2,7665.444,31921.809,8944,60013.475,2009.1
VT,1981.3,1981,3,6174.741,30378.906,9150,60013.475,2009.1
VT,1981.4,1981,4,7021.182,30411.625,9025,60013.475,2009.1
VT,1982.1,1982,1,13042.73,33904.097,8234,60013.475,2009.1
VT,1982.2,1982,2,12339.969,38578.622,8326,60013.475,2009.1
VT,1982.3,1982,3,9956.27,42360.151,8617,60013.475,2009.1
VT,1982.4,1982,4,10625.065,45964.034,8529,60013.475,2009.1
VT,1983.1,1983,1,15276.403,48197.707,7942,60013.475,2009.1
VT,1983.2,1983,2,11173.55,47031.288,8457,60013.475,2009.1
VT,1983.3,1983,3,6488.16,43563.178,9105,60013.475,2009.1
VT,1983.4,1983,4,6340.253,39278.366,9124,60013.475,2009.1
VT,1984.1,1984,1,11672.364,35674.327,8393,60013.475,2009.1
VT,1984.2,1984,2,9013.87,33514.647,8761,60013.475,2009.1
VT,1984.3,1984,3,5192.325,32218.812,9299,60013.475,2009.1
VT,1984.4,1984,4,5752.613,31631.172,9214,60013.475,2009.1
VT,1985.1,1985,1,11315.037,31273.845,8441,60013.475,2009.1
VT,1985.2,1985,2,8769.425,31029.4,8793,60013.475,2009.1
VT,1985.3,1985,3,5688.534,31525.609,9226,60013.475,2009.1
VT,1985.4,1985,4,7057.004,32830,9022,60013.475,2009.1
VT,1986.1,1986,1,10653.955,32168.918,8524,60013.475,2009.1
VT,1986.2,1986,2,7922.664,31322.157,8907,60013.475,2009.1
VT,1986.3,1986,3,4732.778,30366.401,9387,60013.475,2009.1
VT,1986.4,1986,4,5326.295,28635.692,9282,60013.475,2009.1
VT,1987.1,1987,1,9439.791,27421.528,8694,60013.475,2009.1
VT,1987.2,1987,2,6552.799,26051.663,9097,60013.475,2009.1
VT,1987.3,1987,3,3987.85,25306.735,9518,60013.475,2009.1
VT,1987.4,1987,4,4336.237,24316.677,9453,60013.475,2009.1
VT,1988.1,1988,1,9268.625,24145.511,8719,60013.475,2009.1
VT,1988.2,1988,2,6324.986,23917.698,9128,60013.475,2009.1
VT,1988.3,1988,3,3671.646,23601.494,9572,60013.475,2009.1
VT,1988.4,1988,4,4462.173,23727.43,9434,60013.475,2009.1
VT,1989.1,1989,1,9689.885,24148.69,8655,60013.475,2009.1
VT,1989.2,1989,2,7639.341,25463.045,8949,60013.475,2009.1
VT,1989.3,1989,3,5284.956,27076.355,9288,60013.475,2009.1
VT,1989.4,1989,4,7238.835,29853.017,9001,60013.475,2009.1
VT,1990.1,1990,1,15747.549,35910.681,7880,60013.475,2009.1
VT,1990.2,1990,2,14208.325,42479.665,8089,60013.475,2009.1
VT,1990.3,1990,3,9951.267,47145.976,8619,60013.475,2009.1
VT,1990.4,1990,4,12572.28,52479.421,8298,60013.475,2009.1
VT,1991.1,1991,1,23062.476,59794.348,7017,60013.475,2009.1
VT,1991.2,1991,2,20156.883,65742.906,7336,60013.475,2009.1
VT,1991.3,1991,3,14742.096,70533.735,8008,60013.475,2009.1
VT,1991.4,1991,4,15400.316,73361.771,7926,60013.475,2009.1
