st,CYQ,year,quarter,CYQ_Total_Wages,staxemp,CYQ_Taxable_Wages,AWW
UT,2010.4,2010,4,10393710.68,8276606.191,5680102.725,731.5174791
UT,2011.1,2011,1,10550996.12,8558295.876,4066735.413,735.9334389
UT,2011.2,2011,2,11927517.19,9745793.679,3063639.42,743.6891742
UT,2011.3,2011,3,10745887.5,8690297.899,7644421.377,749.978451
UT,2011.4,2011,4,10957547.35,8780535.594,5847785.404,755.30203
UT,2012.1,2012,1,11386962.26,9278284.306,4306633.127,764.330884
UT,2012.2,2012,2,11994061.81,9779571.654,3076291.946,760.0671826
UT,2012.3,2012,3,11728343.12,9554956.524,8347451.273,770.7426525
UT,2012.4,2012,4,11567833.6,9314442.986,6212208.562,774.0484783
UT,2013.1,2013,1,11582207.3,9484463.81,4368178.439,770.7792496
UT,2013.2,2013,2,13087903.91,10811979.99,3323558.345,781.1991374
UT,2013.3,2013,3,12239214.86,9989771.137,8787475.417,782.6062365
UT,2013.4,2013,4,12235662.45,9912520.806,6593247.991,787.1114489
UT,2014.1,2014,1,12374562.44,10101688.15,4675595.322,793.525373
UT,2014.2,2014,2,13410544.68,11070054.44,3585017.593,792.3388913
UT,2014.3,2014,3,13077606.57,10722678.7,9293680.605,799.0959537
UT,2014.4,2014,4,12820907.68,10416340.37,6928746.94,802.4532571
UT,2015.1,2015,1,12917114.79,10635205.99,4943850.559,804.843806
UT,2015.2,2015,2,14413960.29,11949699.18,3881345.989,813.9720415
UT,2015.3,2015,3,13759786.12,11399300.16,9860581.149,817.177859
UT,2015.4,2015,4,13731537.82,11210242.44,7401585.564,823.3391292
UT,2016.1,2016,1,13878308.01,11474839.45,5340101.884,829.5966544
UT,2016.2,2016,2,15706400.87,13034189.52,4185102.883,840.693712
UT,2016.3,2016,3,14409034.2,11943716.88,10384507.81,842.4010374
UT,2016.4,2016,4,14596451.34,11894213.07,7986063.031,847.1891865
UT,2017.1,2017,1,15336938.61,12639550.87,5868209.037,860.2579404
UT,2017.2,2017,2,16097371.9,13313147.6,4259083.258,859.1824747
UT,2017.3,2017,3,15857091.26,13107881.52,11351919.22,873.0135658
UT,2017.4,2017,4,15359842.36,12646752.48,8424738.891,877.3694738
UT,2018.1,2018,1,15770778.43,12977179.04,6029976.631,877.3922791
VA,1971.1,1971,1,NA,NA,NA,NA
VA,1971.2,1971,2,NA,NA,NA,NA
VA,1971.3,1971,3,NA,NA,NA,NA
VA,1971.4,1971,4,NA,NA,NA,NA
VA,1972.1,1972,1,NA,NA,NA,NA
VA,1972.2,1972,2,NA,NA,NA,NA
VA,1972.3,1972,3,NA,NA,NA,NA
VA,1972.4,1972,4,NA,NA,NA,NA
VA,1973.1,1973,1,NA,NA,NA,NA
VA,1973.2,1973,2,NA,NA,NA,NA
VA,1973.3,1973,3,NA,NA,NA,NA
VA,1973.4,1973,4,NA,NA,NA,NA
VA,1974.1,1974,1,NA,NA,NA,NA
VA,1974.2,1974,2,NA,NA,NA,NA
VA,1974.3,1974,3,2622278.094,2504937.511,2295165.85,37.36390968
VA,1974.4,1974,4,2760677.335,2641165.534,1635847.483,75.61326163
VA,1975.1,1975,1,2843927.021,2726049.586,978554.676,114.4214759
VA,1975.2,1975,2,2983717.111,2831707.197,689025.608,155.7782506
VA,1975.3,1975,3,2849255.987,2623034.389,2354014.999,159.031677
VA,1975.4,1975,4,2963782.971,2736444.388,1545727.549,162.1520455
VA,1976.1,1976,1,3069457.379,2834762.547,914434.625,165.3192579
VA,1976.2,1976,2,3297645.306,3052592.333,663292.82,168.8779715
VA,1976.3,1976,3,3154750.221,2906654.864,2587794.175,171.7399216
VA,1976.4,1976,4,3338223.153,3090178.667,1632215.911,174.6858341
VA,1977.1,1977,1,3469750.293,3204536.92,941941.747,177.8898771
VA,1977.2,1977,2,3701479.782,3421627.78,677173.759,181.2730826
VA,1977.3,1977,3,3465174.928,3184482.042,2787117.213,183.7072139
VA,1977.4,1977,4,3745977.311,3462867.985,1694035.464,186.9169455
VA,1978.1,1978,1,3955078.525,3657782.448,1010169.536,190.7311986
VA,1978.2,1978,2,4095979.333,3788499.301,712077.052,193.1770543
VA,1978.3,1978,3,4438800.47,3745495.056,3422116.599,196.512531
VA,1978.4,1978,4,4777096.857,4060854.488,2607353.74,199.461744
VA,1979.1,1979,1,4854515.543,4159037.12,1596310.099,201.5291747
VA,1979.2,1979,2,5201897.67,4447069.301,1148114.895,204.8695768
VA,1979.3,1979,3,5114735.499,4315971.338,3895331.352,209.306879
VA,1979.4,1979,4,5379636.801,4563492.04,2690269.929,213.350263
VA,1980.1,1980,1,5463542.51,4688633.847,1618310.844,217.665046
VA,1980.2,1980,2,5852742.959,5000405.208,1154738.243,222.1824662
VA,1980.3,1980,3,5715123.18,4803241.74,4259156.467,226.2740234
VA,1980.4,1980,4,5919770.147,4996801.25,2930996.17,230.6429695
VA,1981.1,1981,1,5998948.417,5095274.256,1535287.825,235.723811
VA,1981.2,1981,2,6586230.957,5575398.441,1110124.516,242.5906065
VA,1981.3,1981,3,6255580.155,5233235.728,4523806.709,247.4711971
VA,1981.4,1981,4,6569594.415,5512292.379,2710664.25,253.4202576
VA,1982.1,1982,1,6710461.2,5693574.909,1533107.556,259.9128262
VA,1982.2,1982,2,7171230.598,6030569.254,1070779.198,265.9607351
VA,1982.3,1982,3,6742471.147,5602219.218,4688102.893,271.5660631
VA,1982.4,1982,4,7072927.783,5893352.268,2629980.152,277.2335944
VA,1983.1,1983,1,7130559.363,5996658.905,1453638.961,282.0289297
VA,1983.2,1983,2,7595030.192,6322600.864,1011388.2,286.54083
VA,1983.3,1983,3,7257686.101,6018976.686,5140252.371,290.8910205
VA,1983.4,1983,4,7657352.487,6375675.873,3090810.234,295.1999968
VA,1984.1,1984,1,7909247.635,6711321.959,1853031.145,299.9163953
VA,1984.2,1984,2,8260170.338,6954661.565,1294926.403,302.9476327
VA,1984.3,1984,3,8287942.075,6965721.394,5834307.684,308.1708431
VA,1984.4,1984,4,8570367.282,7202482.364,3241422.244,312.2991778
VA,1985.1,1985,1,8687714.081,7400075.381,1915576.635,314.762113
VA,1985.2,1985,2,9305885.818,7849499.767,1432557.24,318.9268231
VA,1985.3,1985,3,9163857.178,7702371.539,6339434.467,322.4575985
VA,1985.4,1985,4,9560516.798,8041912.539,3465821.173,326.2414539
VA,1986.1,1986,1,9571569.395,8147579.71,2009190.685,329.9559989
VA,1986.2,1986,2,10334861.47,8713875.374,1532350.503,334.7030414
VA,1986.3,1986,3,10121266.64,8504656.91,6853433.506,339.010614
VA,1986.4,1986,4,10522717.28,8834268.313,3561559.694,343.3945303
VA,1987.1,1987,1,10597852.49,9006895.194,2082439.276,347.7983855
VA,1987.2,1987,2,11486219.13,9704100.462,1647793.024,353.1650751
VA,1987.3,1987,3,11212828.66,9429947.936,7374251.399,357.2813121
VA,1987.4,1987,4,11668503.19,9822530.318,3777619.63,361.7054984
VA,1988.1,1988,1,11809089,10052077.09,2248063.713,366.4179724
VA,1988.2,1988,2,12873595.71,10897063.88,1791384.015,373.0539747
VA,1988.3,1988,3,12333959.44,10376924.65,7994909.723,378.0206569
VA,1988.4,1988,4,12671266.8,10633430.01,3840208.35,382.3562861
VA,1989.1,1989,1,13067444.91,11114439.08,2302153.815,388.8860932
VA,1989.2,1989,2,14041347.16,11889156.48,1788451.969,394.5401572
VA,1989.3,1989,3,13395512.48,11237232.74,8579271.763,399.1891128
VA,1989.4,1989,4,13803942.73,11539001.54,3891475.089,404.0966745
VA,1990.1,1990,1,13771885.96,11633949.6,2265820.772,405.9846484
VA,1990.2,1990,2,15022429.11,12634851.62,1804558.346,410.1447575
VA,1990.3,1990,3,14275876.44,11882500.55,8995712.56,414.0865984
VA,1990.4,1990,4,14521518.94,12037670.85,3829176.421,417.725359
VA,1991.1,1991,1,14397104.27,12074769.99,2177654.871,421.2661627
VA,1991.2,1991,2,15594180.89,13047619.42,1675343.698,425.7675536
VA,1991.3,1991,3,14392844.62,11865465.07,9277034.714,429.4224804
VA,1991.4,1991,4,14750068.8,12122801.31,4273106.909,434.2906007
VA,1992.1,1992,1,14655542.95,12268555.49,2361516.806,439.577294
VA,1992.2,1992,2,15869986.97,13260018.51,1792743.493,443.9823975
VA,1992.3,1992,3,14917087.09,12329169.14,9461700.077,448.178555
VA,1992.4,1992,4,15265702.26,12604904.83,4241848.601,451.2408852
VA,1993.1,1993,1,15327948.16,12842577.29,2371521.223,454.7350628
VA,1993.2,1993,2,17465430.03,14716426.63,1856822.291,464.2567146
VA,1993.3,1993,3,15160352.58,12498848.12,9573461.8,463.1329735
VA,1993.4,1993,4,16180377.03,13369994.14,4460226.273,466.5502992
VA,1994.1,1994,1,16345083.75,13712158.54,2513852.708,470.4078182
VA,1994.2,1994,2,18285627.87,15363061.62,1977594.528,472.7583569
VA,1994.3,1994,3,16274967.32,13428659.54,10066682.11,477.4753166
VA,1994.4,1994,4,17157308.71,14193764.85,4593495.536,480.5543739
VA,1995.1,1995,1,17572446.39,14741124.19,2705015.141,485.1324445
VA,1995.2,1995,2,18764449.08,15757833.74,2070472.646,484.6204899
VA,1995.3,1995,3,17931419.75,14871994.02,10813832.38,491.815788
VA,1995.4,1995,4,18233808.83,15110774.27,4552782.331,495.8713562
VA,1996.1,1996,1,18175567.74,15260141.71,2636497.21,497.3179067
VA,1996.2,1996,2,19875511.12,16779209.41,2131760.925,502.3515646
VA,1996.3,1996,3,19047046.91,15897604.66,11175175.05,507.9692352
VA,1996.4,1996,4,19421705.84,16235068.41,4697392.237,513.1608656
VA,1997.1,1997,1,19399480.25,16370192.8,2802454.297,517.6815673
VA,1997.2,1997,2,21455568.28,18195579.75,2308158.083,523.8707677
VA,1997.3,1997,3,20685840.49,17393473.16,11991875.58,529.2966633
VA,1997.4,1997,4,20844744.11,17524976.34,4818642.159,533.9931428
VA,1998.1,1998,1,21187865.97,17977320.77,2945236.767,541.1650476
VA,1998.2,1998,2,23673909.85,20208281.89,2452321.511,551.4111343
VA,1998.3,1998,3,22218062.21,18750386.02,12425905.71,558.4336411
VA,1998.4,1998,4,22878835.44,19328794.2,5045418.325,567.427815
VA,1999.1,1999,1,23073793,19617927.22,3102440.978,575.445536
VA,1999.2,1999,2,26314215.28,22557814.15,2624467.511,588.3297865
VA,1999.3,1999,3,24678637.48,21079470.13,13035089.13,599.245494
VA,1999.4,1999,4,24565904.85,20799410.44,5177097.99,605.7803711
VA,2000.1,2000,1,25180416.4,21446005.84,3183409.922,614.6283979
VA,2000.2,2000,2,28292757.49,24260794.05,2778587.797,621.7424376
VA,2000.3,2000,3,27381454.85,23389116.38,14195176,632.7898225
VA,2000.4,2000,4,27433234.68,23325037.75,5202081.446,644.9072111
VA,2001.1,2001,1,27621760.72,23711366.15,3264008.847,654.6803806
VA,2001.2,2001,2,30296692.48,26019506.7,2785333.358,661.9342519
VA,2001.3,2001,3,29512606.14,25220377.05,14887080.44,671.4645653
VA,2001.4,2001,4,29447432.02,25073504.34,5004668.338,681.5513941
VA,2002.1,2002,1,28342324.56,24155257.58,3047609.301,685.3924651
VA,2002.2,2002,2,30902390.37,26300452.04,2480374.809,691.1648141
VA,2002.3,2002,3,29213229.89,24642357.32,14669923.1,691.7888968
VA,2002.4,2002,4,29065398.61,24429921.09,4767687.212,691.4349242
VA,2003.1,2003,1,28772016.41,24284649.49,2962577.723,695.510794
VA,2003.2,2003,2,31068384.77,26275551.28,2445423.123,697.0536664
VA,2003.3,2003,3,29893582.67,25155315.36,14683213.14,701.773032
VA,2003.4,2003,4,29724563.25,24919177.74,4722338.873,706.0335938
VA,2004.1,2004,1,29832273.17,25241377.81,2929323.71,711.869938
VA,2004.2,2004,2,33075335.47,28072361.61,2524033.757,722.0558664
VA,2004.3,2004,3,31818166.7,26902439.25,15166190.52,730.0245877
VA,2004.4,2004,4,31584045.23,26596162.24,4889346.009,736.2909871
VA,2005.1,2005,1,31977378.64,27124350.31,3131082.31,743.7156486
VA,2005.2,2005,2,36321316.74,30981010.43,2697898.782,757.3575735
VA,2005.3,2005,3,33661486.45,28468172.1,15662399.07,762.7961984
VA,2005.4,2005,4,34257793.36,28881941.27,5078725.866,773.248264
VA,2006.1,2006,1,35449968.59,30129395.2,3345683.604,788.0124278
VA,2006.2,2006,2,37588793.2,31975299.58,2706672.594,791.0752186
VA,2006.3,2006,3,37552645.64,31877236.31,16643337.91,808.4533983
VA,2006.4,2006,4,36342210.75,30519838.97,4892149.132,816.3007585
VA,2007.1,2007,1,35886965.84,30433941.72,3159664.698,816.370295
VA,2007.2,2007,2,39392281.12,33413701,2680638.652,823.8976579
VA,2007.3,2007,3,39613006.16,33557770.91,16976906.03,832.9640726
VA,2007.4,2007,4,38273780.55,32108037.75,4826351.624,841.3682428
VA,2008.1,2008,1,37937455.2,32016373.08,3130183.668,850.5300646
VA,2008.2,2008,2,41258183.58,34840148.19,2631748.434,859.0583822
VA,2008.3,2008,3,40511612.33,34092346.71,17121382.1,863.1940067
VA,2008.4,2008,4,39253167.35,32700535.43,4647498.654,868.7683047
VA,2009.1,2009,1,38940465.95,32675143.84,2977130.78,874.9765464
VA,2009.2,2009,2,41984287.34,35240228.54,2371479.067,881.341238
VA,2009.3,2009,3,39274085.57,32661762.76,16433943.59,881.0799705
VA,2009.4,2009,4,38390613.54,31726148.3,4277546.152,884.8372079
VA,2010.1,2010,1,37808960.17,31483045.2,2586819.744,888.0646698
VA,2010.2,2010,2,42217019.05,35302126.63,2159774.295,897.3475231
VA,2010.3,2010,3,38636248.93,32151217.16,15927597.86,899.1557798
VA,2010.4,2010,4,39304880.09,32630690.13,4545763.95,905.2592712
VA,2011.1,2011,1,39396223.36,33037418.27,2826614.866,913.8315008
VA,2011.2,2011,2,43823354.15,36824065.25,2358850.96,921.5322057
VA,2011.3,2011,3,40843458.98,34262713.45,16377415.66,930.7089626
VA,2011.4,2011,4,40455721.66,33732399.69,4519532.707,934.8538185
VA,2012.1,2012,1,41784947.51,35059603.44,2932065.173,944.9748665
VA,2012.2,2012,2,43412838.51,36430943.86,2320665.234,939.7205559
VA,2012.3,2012,3,43562875.91,36634699.1,17039128.98,951.7836718
VA,2012.4,2012,4,41392528.61,34516813.68,4426544.139,954.5016502
VA,2013.1,2013,1,41497290.53,34758947.88,2822056.285,950.6582179
VA,2013.2,2013,2,45793087.59,38465980.49,2351731.174,961.282063
VA,2013.3,2013,3,44317959.82,37212291.77,17120009.15,963.2320659
VA,2013.4,2013,4,42455645.21,35379624.5,4539790.339,967.1026507
VA,2014.1,2014,1,42285872.9,35347226.62,2953740.479,970.1243831
VA,2014.2,2014,2,45531277.55,38192682.16,2424766.719,967.9764863
VA,2014.3,2014,3,45201514.62,37917770.69,17097911.1,972.8651164
VA,2014.4,2014,4,43136744.66,35879575.25,4552530.778,975.2250872
VA,2015.1,2015,1,43169697.27,36053786.8,2980096.936,978.6646648
VA,2015.2,2015,2,47124437.85,39532196.47,2501885.783,985.7115045
VA,2015.3,2015,3,46577027.9,39203533.56,17493711.97,990.0944613
VA,2015.4,2015,4,44977039.2,37551308.08,4727216.193,996.0574643
VA,2016.1,2016,1,45287551.75,37930606.07,3186243.446,1001.272753
VA,2016.2,2016,2,50173123.5,42078907.51,2809339.841,1010.50061
VA,2016.3,2016,3,47176689.71,39574154.81,17833028.25,1008.107415
VA,2016.4,2016,4,46309168.27,38450679.18,4833955.396,1010.824107
VA,2017.1,2017,1,48089666.75,40219895.24,3357114.287,1023.170999
VA,2017.2,2017,2,50151417.27,41943768.17,2724946.946,1020.881179
VA,2017.3,2017,3,51277109.29,43163251.18,18572731.17,1039.079259
VA,2017.4,2017,4,48349773.3,40133333.07,4702293.761,1046.326532
VA,2018.1,2018,1,48413181.9,40423729.25,3237033.507,1044.707897
VI,1971.1,1971,1,NA,NA,NA,NA
VI,1971.2,1971,2,NA,NA,NA,NA
VI,1971.3,1971,3,NA,NA,NA,NA
VI,1971.4,1971,4,NA,NA,NA,NA
VI,1972.1,1972,1,NA,NA,NA,NA
VI,1972.2,1972,2,NA,NA,NA,NA
VI,1972.3,1972,3,NA,NA,NA,NA
VI,1972.4,1972,4,NA,NA,NA,NA
VI,1973.1,1973,1,NA,NA,NA,NA
VI,1973.2,1973,2,NA,NA,NA,NA
VI,1973.3,1973,3,NA,NA,NA,NA
VI,1973.4,1973,4,NA,NA,NA,NA
VI,1974.1,1974,1,NA,NA,NA,NA
VI,1974.2,1974,2,NA,NA,NA,NA
VI,1974.3,1974,3,0,0,0,NA
VI,1974.4,1974,4,0,0,0,NA
VI,1975.1,1975,1,0,0,0,NA
VI,1975.2,1975,2,0,0,0,NA
VI,1975.3,1975,3,0,0,0,NA
VI,1975.4,1975,4,0,0,0,NA
VI,1976.1,1976,1,38240.207,38240.207,17389.494,151.2678384
VI,1976.2,1976,2,42348.709,42348.709,14073.575,161.6761178
VI,1976.3,1976,3,0,0,0,161.6761178
VI,1976.4,1976,4,0,0,0,161.6761178
VI,1977.1,1977,1,0,0,0,172.386781
VI,1977.2,1977,2,0,0,0,NA
VI,1977.3,1977,3,0,0,0,NA
VI,1977.4,1977,4,67322.196,67322.196,46831.042,168.2192776
VI,1978.1,1978,1,0,0,0,168.2192776
VI,1978.2,1978,2,0,0,0,168.2192776
VI,1978.3,1978,3,67813.036,67813.036,65903.805,164.3585025
VI,1978.4,1978,4,72047.48,43783.572,33130.94,166.3754366
VI,1979.1,1979,1,72202.274,45886.472,24207.757,163.9465955
VI,1979.2,1979,2,85993.56,51126.872,20368.5,170.1831292
VI,1979.3,1979,3,83580.453,53459.16,51153.954,174.7637371
VI,1979.4,1979,4,88496.234,54936.352,39351.832,180.0894475
VI,1980.1,1980,1,85069.854,54073.791,25643.064,187.1641971
VI,1980.2,1980,2,97117.239,61327.216,21735.426,192.5108084
VI,1980.3,1980,3,96945.864,63351.259,50864.448,202.7572974
VI,1980.4,1980,4,101547.179,64653.411,43245.206,207.3226996
VI,1981.1,1981,1,99102.859,64910.033,28431.025,212.2216349
VI,1981.2,1981,2,113802.112,74059.705,22416.34,219.4164869
VI,1981.3,1981,3,109872.491,71184.855,67023.886,220.6831163
VI,1981.4,1981,4,117048.581,73108.183,44267.473,227.9329565
VI,1982.1,1982,1,111328.166,71313.692,27440.31,233.7849991
VI,1982.2,1982,2,124494.045,79602.283,20494.716,239.9711268
VI,1982.3,1982,3,111806.958,73804.602,69776.591,242.6181195
VI,1982.4,1982,4,120739.157,74960.504,52871.085,246.5060125
VI,1983.1,1983,1,121918.137,80353.43,34744.731,253.5524505
VI,1983.2,1983,2,120428.872,80282.477,27194.755,252.7152376
VI,1983.3,1983,3,121346.395,72616.784,67444.383,258.7475309
VI,1983.4,1983,4,117755.937,72856.921,51187.922,257.760859
VI,1984.1,1984,1,127611.552,75468.012,35664.888,260.6856517
VI,1984.2,1984,2,129217.932,82413.288,28933.46,263.8197608
VI,1984.3,1984,3,132186.395,79428.523,75097.231,267.7531399
VI,1984.4,1984,4,129379.622,79046.187,51412.048,267.2925724
VI,1985.1,1985,1,138071.281,75902.91,32904.797,273.1508231
VI,1985.2,1985,2,133292.426,85111.65,27314.377,274.359982
VI,1985.3,1985,3,134786.249,80258.758,77496.559,275.7316412
VI,1985.4,1985,4,128266.84,80298.148,68129.05,280.3127382
VI,1986.1,1986,1,131742.306,77329.183,54782.915,276.3542487
VI,1986.2,1986,2,130490.534,83504.182,45835.714,276.0862965
VI,1986.3,1986,3,138052.309,84454.834,81822.745,277.0400612
VI,1986.4,1986,4,130973.31,84287.949,73557.832,277.5772653
VI,1987.1,1987,1,136810.916,82755.915,58798.968,277.78964
VI,1987.2,1987,2,146359.577,92210.705,53329.344,283.6824481
VI,1987.3,1987,3,144714.578,93466.722,90651.156,283.9626543
VI,1987.4,1987,4,152315.045,96351.194,83472.957,291.454886
VI,1988.1,1988,1,170046.38,97995.162,66447.933,306.1708158
VI,1988.2,1988,2,173951.139,109553.989,59527.428,315.1267936
VI,1988.3,1988,3,165412.73,109224.815,105519.036,320.6643969
VI,1988.4,1988,4,170668.103,107645.695,91252.15,324.4764732
VI,1989.1,1989,1,162667.588,103100.419,67686.074,317.0873572
VI,1989.2,1989,2,177720.705,113495.172,58516.597,316.4692332
VI,1989.3,1989,3,178336.883,115423.119,111905.999,320.4554654
VI,1989.4,1989,4,187137.294,114978.724,100394.361,326.6934999
VI,1990.1,1990,1,181026.553,112124.936,78808.489,331.2246787
VI,1990.2,1990,2,227614.575,123335.725,72703.123,356.9127976
VI,1990.3,1990,3,200942.258,132369.504,127976.893,368.8673654
VI,1990.4,1990,4,211824.191,134923.311,115772.306,380.2099963
VI,1991.1,1991,1,206558.733,136539.95,93768.75,392.4887769
VI,1991.2,1991,2,245813.368,146404.911,75595.782,393.8586779
VI,1991.3,1991,3,217216.49,142615.923,137762.885,398.2155926
VI,1991.4,1991,4,238343.203,144101.237,126929.516,407.5611843
VI,1992.1,1992,1,230619.712,147778.918,102881.801,415.0942133
VI,1992.2,1992,2,252850.288,157200.791,85333.568,416.5905572
VI,1992.3,1992,3,234354.8,152892.707,136186.032,423.2345029
VI,1992.4,1992,4,242326.593,155826.622,138580.948,424.3042918
VI,1993.1,1993,1,239167.079,155508.437,107239.632,426.2717696
VI,1993.2,1993,2,278715.064,183178.762,96114.867,432.4557814
VI,1993.3,1993,3,270169.332,187868.024,180375.596,436.4264906
VI,1993.4,1993,4,296315.806,200804.516,179565.422,445.6148845
VI,1994.1,1994,1,305770.668,209205.057,139796.817,460.7230172
VI,1994.2,1994,2,268187.606,184136.635,95390.253,457.5375324
VI,1994.3,1994,3,246024.297,153410.742,149434.919,456.9377134
VI,1994.4,1994,4,231746.12,148575.14,130006.342,443.2123362
VI,1995.1,1995,1,246431.568,151788.588,108833.806,431.6300604
VI,1995.2,1995,2,244553.918,157325.054,67805.885,425.5082472
VI,1995.3,1995,3,251163.446,155009.286,145080.17,431.3963963
VI,1995.4,1995,4,218663.503,147572.893,103833.769,429.4642427
VI,1996.1,1996,1,243075.357,136746.706,64507.45,433.5415895
VI,1996.2,1996,2,243774.355,144687.299,48672.103,445.9760765
VI,1996.3,1996,3,240637.827,141939.128,131611.711,450.5912433
VI,1996.4,1996,4,234943.295,144138.831,95027.232,464.1168868
VI,1997.1,1997,1,252498.173,143284.981,66541.488,471.5371612
VI,1997.2,1997,2,261041.918,166082.159,58540.779,472.5795155
VI,1997.3,1997,3,251272.619,150426.002,141409.36,472.9778597
VI,1997.4,1997,4,247111.221,154747.089,103965.728,474.2716107
VI,1998.1,1998,1,256107.873,166919.509,57109.577,472.9120175
VI,1998.2,1998,2,253409.592,163922.45,54752.346,470.1604556
VI,1998.3,1998,3,252858.6,152843.97,142081.874,470.2073811
VI,1998.4,1998,4,248982.9,157598.926,105446.416,472.9003918
VI,1999.1,1999,1,258385.599,150293.794,66004.599,475.8542702
VI,1999.2,1999,2,275262.103,166823.87,51143.047,487.4039489
VI,1999.3,1999,3,267874.307,163571.587,150110.281,494.5323521
VI,1999.4,1999,4,260442.003,161335.548,106449.754,502.4513131
VI,2000.1,2000,1,252411.073,157180.31,65749.896,502.7415331
VI,2000.2,2000,2,248011.16,158211.828,48368.401,492.7350021
VI,2000.3,2000,3,273334.817,170684.989,158306.249,498.0702544
VI,2000.4,2000,4,285453.457,177333.767,116736.384,504.9406691
VI,2001.1,2001,1,279635.397,176011.947,78269.552,511.4591281
VI,2001.2,2001,2,288450.662,202111.974,68278.398,522.6348059
VI,2001.3,2001,3,317140.927,224474.853,203286.899,530.2936223
VI,2001.4,2001,4,308447.846,217575.167,128814.929,533.1742749
VI,2002.1,2002,1,300484.867,206387.808,81259.017,538.7145017
VI,2002.2,2002,2,320829.952,215271.489,73208.257,551.6991799
VI,2002.3,2002,3,316069.878,216497.22,202324.118,554.3597143
VI,2002.4,2002,4,320496.888,213243.032,130226.98,564.6401382
VI,2003.1,2003,1,299872.487,190801.021,79239.067,569.5903022
VI,2003.2,2003,2,325108.404,201109.146,65935.968,574.5435396
VI,2003.3,2003,3,309855.761,192199.463,174818.151,578.2975114
VI,2003.4,2003,4,312583.823,190132.433,125830.072,581.4281975
VI,2004.1,2004,1,290767.676,186513.795,84331.176,581.2948982
VI,2004.2,2004,2,333004.385,216222.646,69743.177,584.9729015
VI,2004.3,2004,3,306693.644,205991.014,186443.883,580.3755567
VI,2004.4,2004,4,329032.809,215117.742,135386.131,584.4478291
VI,2005.1,2005,1,319072.945,217455.171,95246.218,591.7990182
VI,2005.2,2005,2,358650.372,242345.294,82152.374,599.8895494
VI,2005.3,2005,3,361502.757,261628.637,228800.298,618.9359857
VI,2005.4,2005,4,351308.065,232546.154,144926.87,625.4482782
VI,2006.1,2006,1,341975.772,239819.657,100670.864,629.6746422
VI,2006.2,2006,2,369134.492,252665.446,81071.551,630.0650083
VI,2006.3,2006,3,363253.227,255621.719,215685.465,629.4708604
VI,2006.4,2006,4,384802.21,257455.359,161643.921,638.817993
VI,2007.1,2007,1,383402.143,247460.866,114896.097,656.2558808
VI,2007.2,2007,2,402826.74,269562.031,94835.701,668.2551059
VI,2007.3,2007,3,391881.382,272162.032,222537.44,678.0863769
VI,2007.4,2007,4,411566.979,291700.14,185228.1,684.8854066
VI,2008.1,2008,1,389034.955,264110.522,115599.929,684.0136793
VI,2008.2,2008,2,421041.85,282228.041,91292.08,690.1387895
VI,2008.3,2008,3,408850.551,291769.92,254155.742,695.8028646
VI,2008.4,2008,4,402700.116,271236.641,172639.557,694.1253625
VI,2009.1,2009,1,404669.85,266481.775,115163.689,700.8099615
VI,2009.2,2009,2,412317.095,282148.033,90408.19,698.790227
VI,2009.3,2009,3,383277.866,261745.705,235635.538,693.1491441
VI,2009.4,2009,4,393555.241,260877.521,162672.398,698.0791249
VI,2010.1,2010,1,389095.394,243374.609,103053.096,701.4300172
VI,2010.2,2010,2,401694.592,269699.487,87242.428,704.3391944
VI,2010.3,2010,3,408946.983,276855.433,250384.995,716.1359528
VI,2010.4,2010,4,388691.972,256729.487,161989.216,712.4929537
VI,2011.1,2011,1,414428.541,262656.466,114881.833,720.3738676
VI,2011.2,2011,2,447283.566,292773.189,95170.388,735.9794581
VI,2011.3,2011,3,411270.697,279710.337,249526.299,737.2651675
VI,2011.4,2011,4,411768.791,269069.927,164498.784,746.4449339
VI,2012.1,2012,1,386963.49,259378.018,113108.979,737.1379193
VI,2012.2,2012,2,412329.135,278557.299,88124.423,728.2310942
VI,2012.3,2012,3,384670.681,269886.594,243520.307,723.8945246
VI,2012.4,2012,4,417725.309,294313.332,166454.223,741.39242
VI,2013.1,2013,1,344739.385,232935.988,107712.995,740.3630781
VI,2013.2,2013,2,358713.865,239383.285,84216.8,731.2233727
VI,2013.3,2013,3,355660.655,246005.632,208149.742,732.1857773
VI,2013.4,2013,4,341075.676,220969.112,154349.683,702.2591532
VI,2014.1,2014,1,331454.199,216816.326,106396.458,700.087628
VI,2014.2,2014,2,357649.019,231729.142,82000.634,704.888069
VI,2014.3,2014,3,353058.216,241172.735,202457.42,709.5605018
VI,2014.4,2014,4,345293.881,220587.518,143926.654,717.0222772
VI,2015.1,2015,1,335868.543,218372.174,98067.805,721.4458772
VI,2015.2,2015,2,354602.462,231273.825,77392.586,720.4250178
VI,2015.3,2015,3,351875.109,233567.234,201605.464,720.0103749
VI,2015.4,2015,4,351619.512,220120.918,152849.025,723.3511318
VI,2016.1,2016,1,339198.045,219693.803,106738.915,725.8084032
VI,2016.2,2016,2,367372.84,237183.996,79514.172,733.0407749
VI,2016.3,2016,3,367230.42,235774.18,205381.239,739.6487872
VI,2016.4,2016,4,355998.702,231496.616,156784.466,739.1091543
VI,2017.1,2017,1,362392.599,230595.39,106358.365,749.7689851
VI,2017.2,2017,2,361736.417,237984.241,79430.572,746.1897482
